uniqueID	tables_count	GSM376264.CEL.gz.tab_GSM376264.CEL.gz	GSM376265.CEL.gz.tab_GSM376265.CEL.gz	GSM376267.CEL.gz.tab_GSM376267.CEL.gz	GSM376269.CEL.gz.tab_GSM376269.CEL.gz	GSM376270.CEL.gz.tab_GSM376270.CEL.gz	GSM376275.CEL.gz.tab_GSM376275.CEL.gz	GSM376277.CEL.gz.tab_GSM376277.CEL.gz	GSM376278.CEL.gz.tab_GSM376278.CEL.gz	GSM376279.CEL.gz.tab_GSM376279.CEL.gz	GSM376282.CEL.gz.tab_GSM376282.CEL.gz	GSM376283.CEL.gz.tab_GSM376283.CEL.gz	GSM376285.CEL.gz.tab_GSM376285.CEL.gz	GSM376287.CEL.gz.tab_GSM376287.CEL.gz	GSM376289.CEL.gz.tab_GSM376289.CEL.gz	GSM376292.CEL.gz.tab_GSM376292.CEL.gz	GSM376293.CEL.gz.tab_GSM376293.CEL.gz	GSM376295.CEL.gz.tab_GSM376295.CEL.gz	GSM376299.CEL.gz.tab_GSM376299.CEL.gz	GSM376302.CEL.gz.tab_GSM376302.CEL.gz	GSM376304.CEL.gz.tab_GSM376304.CEL.gz	GSM376305.CEL.gz.tab_GSM376305.CEL.gz	GSM376306.CEL.gz.tab_GSM376306.CEL.gz	GSM376309.CEL.gz.tab_GSM376309.CEL.gz	GSM376310.CEL.gz.tab_GSM376310.CEL.gz	GSM376311.CEL.gz.tab_GSM376311.CEL.gz	GSM376312.CEL.gz.tab_GSM376312.CEL.gz	GSM376313.CEL.gz.tab_GSM376313.CEL.gz	GSM376317.CEL.gz.tab_GSM376317.CEL.gz	GSM376319.CEL.gz.tab_GSM376319.CEL.gz	GSM376325.CEL.gz.tab_GSM376325.CEL.gz	GSM376326.CEL.gz.tab_GSM376326.CEL.gz	GSM376327.CEL.gz.tab_GSM376327.CEL.gz	GSM376328.CEL.gz.tab_GSM376328.CEL.gz	GSM376331.CEL.gz.tab_GSM376331.CEL.gz	GSM376333.CEL.gz.tab_GSM376333.CEL.gz	GSM376334.CEL.gz.tab_GSM376334.CEL.gz	GSM376335.CEL.gz.tab_GSM376335.CEL.gz	GSM376338.CEL.gz.tab_GSM376338.CEL.gz	GSM376341.CEL.gz.tab_GSM376341.CEL.gz	GSM376343.CEL.gz.tab_GSM376343.CEL.gz	GSM376345.CEL.gz.tab_GSM376345.CEL.gz	GSM376346.CEL.gz.tab_GSM376346.CEL.gz	GSM376347.CEL.gz.tab_GSM376347.CEL.gz	GSM376350.CEL.gz.tab_GSM376350.CEL.gz	GSM376353.CEL.gz.tab_GSM376353.CEL.gz	GSM376357.CEL.gz.tab_GSM376357.CEL.gz	GSM376362.CEL.gz.tab_GSM376362.CEL.gz	GSM376363.CEL.gz.tab_GSM376363.CEL.gz	GSM376364.CEL.gz.tab_GSM376364.CEL.gz	GSM376366.CEL.gz.tab_GSM376366.CEL.gz	GSM376367.CEL.gz.tab_GSM376367.CEL.gz	GSM376368.CEL.gz.tab_GSM376368.CEL.gz	GSM376369.CEL.gz.tab_GSM376369.CEL.gz	GSM376370.CEL.gz.tab_GSM376370.CEL.gz	GSM376374.CEL.gz.tab_GSM376374.CEL.gz	GSM376375.CEL.gz.tab_GSM376375.CEL.gz	GSM376376.CEL.gz.tab_GSM376376.CEL.gz	GSM376377.CEL.gz.tab_GSM376377.CEL.gz	GSM376379.CEL.gz.tab_GSM376379.CEL.gz	GSM376380.CEL.gz.tab_GSM376380.CEL.gz	GSM376385.CEL.gz.tab_GSM376385.CEL.gz	GSM376386.CEL.gz.tab_GSM376386.CEL.gz	GSM376387.CEL.gz.tab_GSM376387.CEL.gz	GSM376388.CEL.gz.tab_GSM376388.CEL.gz	GSM376390.CEL.gz.tab_GSM376390.CEL.gz	GSM376391.CEL.gz.tab_GSM376391.CEL.gz	GSM376395.CEL.gz.tab_GSM376395.CEL.gz	GSM376398.CEL.gz.tab_GSM376398.CEL.gz	GSM376399.CEL.gz.tab_GSM376399.CEL.gz	GSM376400.CEL.gz.tab_GSM376400.CEL.gz	GSM376403.CEL.gz.tab_GSM376403.CEL.gz	GSM376406.CEL.gz.tab_GSM376406.CEL.gz	GSM376408.CEL.gz.tab_GSM376408.CEL.gz	GSM376409.CEL.gz.tab_GSM376409.CEL.gz	GSM376410.CEL.gz.tab_GSM376410.CEL.gz	GSM376411.CEL.gz.tab_GSM376411.CEL.gz	GSM376413.CEL.gz.tab_GSM376413.CEL.gz	GSM376415.CEL.gz.tab_GSM376415.CEL.gz	GSM376416.CEL.gz.tab_GSM376416.CEL.gz	GSM376418.CEL.gz.tab_GSM376418.CEL.gz	GSM376419.CEL.gz.tab_GSM376419.CEL.gz	GSM376421.CEL.gz.tab_GSM376421.CEL.gz	GSM376425.CEL.gz.tab_GSM376425.CEL.gz	GSM376427.CEL.gz.tab_GSM376427.CEL.gz
206209_s_at	84	8.22668385736561	7.8203236771928	6.83034431943352	7.86824869072221	8.34081524368727	4.84309290495965	2.95722669160982	8.18346553407046	7.01818057827197	5.57820370745162	5.36329664595993	6.63169466614614	6.1921682484975	7.45464647092632	8.72734376687434	7.90550719571346	6.34199237225148	7.3868911135106	6.66573778400528	7.61191849689694	7.75963287068698	5.80622148206286	4.42658771752942	5.372963933573	7.28250190872357	7.63055770304291	5.79517119573272	7.03267054061827	4.84260686800993	8.30266585978096	7.56070512118232	6.14493501837203	6.51549296602717	7.34600796183187	7.07789315055138	7.24665419135925	8.50727491805221	7.01022486013205	7.78704814362534	8.45341203193503	6.07114563824039	7.81413900179186	5.60447435839721	8.04076383225506	7.16590876649273	5.18572683058505	6.40818980386916	4.83982861580791	7.6352090570701	4.14659502698037	4.04358655291544	5.72906448263335	7.9672881902859	5.26055686637703	5.8573743773122	5.11035230432473	7.302467661449	6.20184054242344	6.99638488391114	5.65042876398964	9.21951449518815	6.373958550791	6.61502592466089	4.86384973183051	5.28714840718196	7.31126691962313	4.39380990438085	6.93075085547402	5.21575979761162	7.97647039497908	7.69751785247714	6.76373432835568	7.31561655806277	6.99482696762782	9.5897476345489	7.35303781710786	5.78014281277863	5.96423250716881	8.7516996853798	6.25143163011692	6.61838724543758	5.64860326164862	5.49715106182595	7.66736421380202
206464_at	84	7.37921663452003	6.46661956027137	5.9793097793314	6.85445467993014	7.4551331692193	3.31591710909398	2.07075579839232	7.65539606507984	5.66591661471704	4.21403809027417	5.27869150993262	6.22364887206442	5.32003576976484	5.5853155563414	7.94959102386724	6.62873451260101	6.62114957001153	5.59216418948971	6.32585048735156	6.97911552895845	6.89217148307313	5.39828131468367	4.71541359828951	5.51692397346623	7.36080263305319	5.5075154557649	5.07111513941403	7.05394672013463	5.97977352731747	7.19863898962586	6.24835434143375	6.77203484651467	6.31502297138715	7.46116577242692	5.28250269478803	5.76671058773299	7.63889910264743	6.67255001285979	5.92515450068329	6.97327357968238	5.3042005453829	6.40501870186214	5.87985679555918	7.38169185984263	6.62290581290391	6.38174161179258	7.50054355159214	5.38311240904478	6.256991720888	4.1704854302411	4.40392036860435	6.70236682532208	6.00312724177954	4.34887955645837	4.24029039183851	3.82807305220454	5.20933155937989	4.55881246822127	5.36227596963678	5.30407850592576	7.55600276232045	5.63978588299048	5.14568904498556	5.5122116794678	5.7916690279158	5.97774142714435	5.74287791442093	6.45965128649039	6.13422157430078	7.78069077090241	6.15260363648543	7.00237359075935	5.35029774056527	6.84101851943878	1.98658817560864	6.06703443909491	5.88679030027814	5.17012774970695	6.36451934416489	3.75725099854637	5.93225560741661	5.68271715514239	5.18851650442808	7.25939734739942
206515_at	84	11.1092356738155	10.5581147157908	9.7514232761706	10.2306847169953	11.3222083421755	8.2077001212141	5.20263747929742	8.9807248536507	11.1093845995278	8.76407798529576	9.20694108994597	9.7550413568051	9.01330000136754	10.2928378243518	10.9071693203267	9.49313251274096	10.6292905949391	8.8340425915007	8.42385336667582	10.9707865190030	11.0394315443799	7.8599916726249	7.63691240636747	7.30046486538577	10.5683994085424	9.36039457793215	8.56030670210262	8.96049238646633	8.12005700851967	9.81583859589359	10.8040715008128	9.5424880113473	7.44955743333098	10.9932187796770	9.39521116135004	11.1711132676858	10.9125771561536	9.32605648269395	9.28010312477124	9.8149643809301	9.72901405634935	11.0615449066771	10.1645570875779	10.0443862861505	8.57605651581916	9.40049387931064	10.7886089564594	8.675281554173	8.56920379698883	7.3462349548829	6.27857460814242	9.33521962385622	10.3803974064365	9.56702440633494	7.85783227201916	5.1938093752077	8.81886620406254	8.57186308054635	8.42029182598586	9.8697943115092	11.6150592818629	8.19577755820481	8.88027961048535	7.69102448581616	9.0190743349214	8.57357980253922	7.09984870577204	9.93872964826824	9.43178048343339	10.8498023262724	9.63492056828902	9.78029312301354	10.1567775749877	8.11022660167469	10.6042685807305	10.3526375614773	8.13014511427003	7.48919063722279	11.5181312378593	7.88185857785962	9.74310774005349	8.14136942847034	8.88572602312136	10.5183512526083
207072_at	84	10.7988843919494	8.99376830820338	7.45119883550232	9.99719181647346	9.51333382360005	7.19608726863388	6.38006698406551	11.0467732990662	9.45920409357462	8.59672095252895	10.0791819754871	8.7071528303176	9.11460208107803	9.32018310414128	10.5729888437712	10.8806684449468	10.0238878120504	9.19067494796324	9.28593494115008	8.3059322979997	9.59087991977676	8.56207172026576	7.37870637661408	6.96010911852856	10.3185785337281	10.6060003064481	9.05069051140017	9.69726854325049	7.85645427893844	9.89387200457185	9.63152886657366	10.0128211644083	8.953254789484	10.1426720345464	7.72559012889266	9.82705877071152	10.3505711982563	10.9294133091087	7.9371082597676	10.2971236702419	9.77742621329758	9.40334627420223	9.4600592499962	10.2068498557033	10.0546743315725	9.11866098590006	8.78708074911223	8.40328406511566	9.7952402005206	7.20969459684924	7.98032441875513	10.3701733666628	8.74756926987727	8.54871602623742	9.17393687097266	4.81281972484728	8.80648673981458	9.5635835614886	9.09496943301146	8.29868203568653	9.24582818768185	7.95163557245069	8.06568208579262	7.08962487985297	8.36438642481495	8.54762536467816	7.60209638918315	8.8841005164994	8.58492859909884	9.20581297114041	9.08933784935364	10.1300032832706	7.7049835994111	8.01738156795986	8.46330172371293	8.34573516505191	8.53346485949055	9.70937737138151	9.79632393012797	6.15318689306446	8.35888231782262	8.0015834003325	8.86800603136268	9.26982803575029
207802_at	84	12.8545279174704	11.9507123727999	10.7721570611779	11.6016531349523	12.0940183487182	9.3582008972112	6.8240061166922	11.3558562512432	12.3958095972404	10.3805099330548	11.1564866137396	11.8641335209613	11.729208146635	10.9031457262858	12.1743837306694	11.2675860755091	11.6432537206545	11.5894099331939	11.4578823591384	12.2524804766292	12.309555961268	10.7767451038615	11.0575404487184	9.92873249257897	12.6277920608964	10.6031260457651	10.7797325017559	11.725810842875	5.60942339122896	11.3486410290109	11.5155356056856	12.0952937527574	11.574575388878	12.3764720052200	10.9645970569894	11.7847413374823	12.1174263425136	12.2808611632101	11.0036408117632	10.9176775832192	10.9281977274299	10.9884339441007	11.2963227149989	11.7752556690912	11.5477297589358	7.02853245223776	10.4144020200969	9.6456915417300	8.23809399145559	9.8057410942599	8.40561854459545	11.5574801544277	11.6773366875511	10.5171678565629	10.3533826143533	8.4223234051893	11.1422061175671	10.0749487504985	7.0404498153714	10.4271091871266	12.4018406536724	11.5886135747771	8.86540160198452	11.2277902824680	9.05051841496133	9.60432503749883	10.0345488743095	11.8335310573406	6.50031249320504	11.9018646742864	11.5660062592295	12.2702160143794	11.0491873059840	10.0221894642137	12.0447007362171	11.5171575814100	10.983639816881	10.5120787877170	12.2876521976586	10.2589502276791	11.0939588610498	11.0736793719533	10.6763577873645	11.9624114971458
210004_at	84	9.26126067379898	8.86700639517088	8.46057458054293	9.20921743361486	8.31142622269047	6.9491877217764	3.70099717434887	7.35279236696012	8.922155691956	5.63243449299944	6.8186716405678	8.59412382919049	6.89726166681196	7.63031922953504	9.2103517985281	6.53308003090189	8.77240219263587	6.92983757780768	8.92590037907566	8.86443008013055	9.02190547280609	6.73484780328644	5.49142152557166	7.02754347171161	9.00049677130614	5.98701194557361	3.6012447174829	7.57153071407918	6.59109156272211	9.73511357366668	8.2248951668845	8.0578834204926	7.7152245975523	9.25933135683347	7.66616549208435	8.40169216269806	9.11231012877614	7.1272325882752	6.84491883689542	6.54431667077275	7.3222522399951	7.35276730273142	8.11695933002965	7.64164222815431	6.32215311519753	5.48903223358439	7.02047466837936	7.07805724814297	7.24793519081784	5.61093691648722	6.50150141970467	7.15484796298627	8.54363051277288	7.0356802667941	4.54100785115461	4.85662504904401	7.72806669513002	4.92708139249859	8.74579943647795	6.74142707175956	9.52083793323736	8.11743277882365	6.831601667402	7.54798543073078	7.67092021519748	6.16508245759343	7.24578493165179	8.77341591065964	8.10080671992625	8.53586552369364	7.95212284769304	8.24578949151947	7.40029492380785	6.91541467120333	8.66024597460459	7.88839589441377	7.80621458478137	4.70101412896244	9.37671512215425	5.71058269913193	7.9634515593171	4.53264622687287	7.07389497279858	9.34839246752079
210244_at	84	13.2164781050792	12.8886381273551	10.9081346526075	13.1881439161354	12.299586423501	12.0167108844720	8.67365095241328	12.8715518196226	13.3812217893258	11.8582790218447	11.9344551233800	10.2900228669386	12.6139563891181	12.4173764289572	13.2614056353969	12.3448331095753	12.4061841958532	12.6027125776312	12.4249879301165	13.3413066521189	13.3992545107872	12.2297610640362	9.44210160670304	8.84984573459627	13.2016208526741	11.6414959800403	12.5356789921484	13.3128164990494	10.2138557190536	10.4441623770475	12.8697105826707	13.0713995021365	11.2731255693711	13.1360410407449	12.8153972519862	13.1245453304443	13.0326934719055	13.0789917051468	11.9060749720591	12.0798014841713	12.2943453166793	11.7455626349868	10.4945095367773	12.3433024221664	12.3238694661644	7.10345310852746	11.5848203167491	11.6485953411498	13.0261167546442	11.0695651456409	9.5608781806827	12.1850353579305	12.9552752881697	12.1315729123184	11.4867746706053	9.7856103431064	12.6336813002428	11.0104656121832	11.4391615407308	11.7222745610796	13.2550007791908	12.8100413572480	11.4478548923827	12.4632787188924	10.1950433628111	10.7375912738439	11.5103400853113	12.9004525396346	9.21129746985873	13.0575649062386	12.7677739521298	13.439313441409	12.4252346515150	10.8020114718611	13.3646396823487	12.8321890840671	8.62582378774938	11.9103961538946	13.2904137888355	10.1880125220098	12.7964152394553	10.9128162871361	12.6957281863239	12.4793030824275
210262_at	84	8.30323353811882	7.16829323490444	5.59587304038991	8.09595360750654	9.07836205685145	5.42609887697943	3.97658470293735	5.9762343560289	7.4167013125547	4.93298393305484	3.80573896327654	6.64361982754641	5.99713484234013	7.0275071974423	8.58199037002164	5.82025030790755	7.55394997537809	6.28537659016082	6.46652424617857	8.779831939037	8.28515285408471	6.5429650650256	4.57461577323365	5.16264159347713	8.1269085210975	5.17635504014089	4.68506602721856	7.1810692833482	6.1065141146824	6.10103085825674	6.78340331813779	7.19928015124724	6.22737189345583	7.80167172778487	6.74573670742417	7.38520971736685	8.14460454238133	7.14295819563736	6.39850414771359	6.20660345644976	7.0872530033838	7.21184518734306	6.28777337967759	6.34719668433942	6.77225815247768	3.35683955060216	8.46045910853147	4.61565368557396	4.27069394731637	6.13844168445282	3.73324222601918	5.95447495718003	7.2383122402245	6.11487656968353	5.67199368918722	1.79571967649761	5.92936567132107	4.47684573846551	6.4622812172399	5.90275748865182	8.11791820858586	7.02908019992644	5.27974809448506	5.66743100701108	4.06439138859192	4.85164613927822	5.53630012815309	7.51399028556622	3.05584966884847	7.89105910254618	6.54714937614438	7.6709357368149	6.22586086628776	6.87076081512368	7.79665197176951	6.99705852762512	6.12606806415896	4.04396358606809	8.57359077652526	3.28002383177567	7.11557630868461	3.83642976279532	6.61949364469258	7.72480619429819
211883_x_at	84	8.57228299474697	8.1419090395755	7.55554489609037	8.8380356420536	9.15743118248228	6.81588690127791	4.72124699251172	8.73893283437109	8.0074920013364	5.39650553786599	6.76193618867935	8.89450471948409	7.99145567112848	8.36858047945197	9.209729908153	7.1196170309279	7.92179675082149	7.40481140308048	8.85043937483039	9.14173377583961	8.33760944043445	7.2956750404108	6.32179408074466	6.86454011075304	9.0951673620507	6.39343150404243	6.45319353761555	8.7294195914793	7.75983996171546	8.86222689573208	7.9987559397185	8.63448815271507	8.2420278391043	8.96148082302458	7.95540871834328	7.94761193185412	9.1923685016851	8.13658970831903	8.97081986306964	8.62347571899264	7.23959046432291	8.40372565201994	7.2290221093925	8.47047485291149	7.48047557149079	7.87248816033322	8.9489338293186	7.32389720708992	8.25156272852985	5.71724006078045	5.66025470800885	7.2153269560383	9.14729760588452	6.4679479056007	5.88408203269665	5.95372494104994	8.26182301910373	4.92982000595163	8.65011704055789	7.66470646154625	9.16179189091479	8.21072193818567	6.65620619037259	6.58202023629593	8.16551153675405	8.35984908857062	7.08931374919464	8.72697426527671	8.62000270847546	9.0472702422735	7.9726722372263	8.8218139079166	8.51012194136617	7.77337667165096	8.92461102096573	8.60157140325089	7.37241359108145	7.17039390371517	8.87368105779643	6.51853801063334	7.77450865464693	6.56652494189548	7.28383462689273	8.75384140514785
211889_x_at	84	8.24968281538667	8.22334272902302	7.01847173457894	8.45502598208487	8.7787073966471	6.36317468720877	3.77627290716815	8.46378289885656	7.81160601935465	5.25172438307210	6.60400150377308	8.61052074341253	7.53810139921308	8.03169428902136	8.78876487460914	6.94095134073257	7.94205994326474	7.36579630043398	8.24967083776825	8.75965374657727	8.16847952296401	7.08378523612006	6.56745326941684	6.6635744037059	8.8778709565834	6.08004598367996	6.02783286354895	8.60393298336184	7.3239191747679	8.7322801927169	8.36190671787354	8.22580914649732	7.8863803870929	8.6502260939336	7.76634932673701	7.8164109217164	8.96211331915674	8.01453490979928	8.73783282207279	8.1436669796547	6.68969209172129	8.0169471424426	7.1421133757698	8.25351263302927	7.3986197223515	7.42877842543464	8.54602539239859	6.5697030764795	7.72942846359135	4.02466184446067	5.11380539116709	6.98443611742548	8.91227822276912	6.13404967384411	5.44717362747124	4.86806947950872	7.59226301548183	4.00598675522119	8.24614303090832	6.935597432554	9.06144833116001	8.10793030074451	5.84043211235614	6.15273652079924	7.92068012095721	7.938795854617	6.73876622038176	8.61125898892378	8.08094191331738	8.69053409520595	7.91943980490837	9.14908082837325	8.00172661218974	7.13136514416959	8.40836562594621	8.04974765812675	6.7833899940554	6.61783482729075	8.79473423559887	6.03436868257983	7.62991887083858	6.00227314574856	7.06797404982837	8.59558305193487
