uniqueID	tables_count	GSM376053.CEL.gz.tab_GSM376053.CEL.gz	GSM376055.CEL.gz.tab_GSM376055.CEL.gz	GSM376056.CEL.gz.tab_GSM376056.CEL.gz	GSM376060.CEL.gz.tab_GSM376060.CEL.gz	GSM376061.CEL.gz.tab_GSM376061.CEL.gz	GSM376063.CEL.gz.tab_GSM376063.CEL.gz	GSM376065.CEL.gz.tab_GSM376065.CEL.gz	GSM376067.CEL.gz.tab_GSM376067.CEL.gz	GSM376068.CEL.gz.tab_GSM376068.CEL.gz	GSM376070.CEL.gz.tab_GSM376070.CEL.gz	GSM376072.CEL.gz.tab_GSM376072.CEL.gz	GSM376076.CEL.gz.tab_GSM376076.CEL.gz	GSM376077.CEL.gz.tab_GSM376077.CEL.gz	GSM376078.CEL.gz.tab_GSM376078.CEL.gz	GSM376081.CEL.gz.tab_GSM376081.CEL.gz	GSM376084.CEL.gz.tab_GSM376084.CEL.gz	GSM376085.CEL.gz.tab_GSM376085.CEL.gz	GSM376090.CEL.gz.tab_GSM376090.CEL.gz	GSM376092.CEL.gz.tab_GSM376092.CEL.gz	GSM376095.CEL.gz.tab_GSM376095.CEL.gz	GSM376097.CEL.gz.tab_GSM376097.CEL.gz	GSM376099.CEL.gz.tab_GSM376099.CEL.gz	GSM376103.CEL.gz.tab_GSM376103.CEL.gz	GSM376108.CEL.gz.tab_GSM376108.CEL.gz	GSM376111.CEL.gz.tab_GSM376111.CEL.gz	GSM376113.CEL.gz.tab_GSM376113.CEL.gz	GSM376115.CEL.gz.tab_GSM376115.CEL.gz	GSM376117.CEL.gz.tab_GSM376117.CEL.gz	GSM376119.CEL.gz.tab_GSM376119.CEL.gz	GSM376122.CEL.gz.tab_GSM376122.CEL.gz	GSM376124.CEL.gz.tab_GSM376124.CEL.gz	GSM376125.CEL.gz.tab_GSM376125.CEL.gz	GSM376127.CEL.gz.tab_GSM376127.CEL.gz	GSM376131.CEL.gz.tab_GSM376131.CEL.gz	GSM376133.CEL.gz.tab_GSM376133.CEL.gz	GSM376135.CEL.gz.tab_GSM376135.CEL.gz	GSM376136.CEL.gz.tab_GSM376136.CEL.gz	GSM376138.CEL.gz.tab_GSM376138.CEL.gz	GSM376139.CEL.gz.tab_GSM376139.CEL.gz	GSM376140.CEL.gz.tab_GSM376140.CEL.gz	GSM376142.CEL.gz.tab_GSM376142.CEL.gz	GSM376143.CEL.gz.tab_GSM376143.CEL.gz	GSM376144.CEL.gz.tab_GSM376144.CEL.gz	GSM376145.CEL.gz.tab_GSM376145.CEL.gz	GSM376146.CEL.gz.tab_GSM376146.CEL.gz	GSM376151.CEL.gz.tab_GSM376151.CEL.gz	GSM376153.CEL.gz.tab_GSM376153.CEL.gz	GSM376154.CEL.gz.tab_GSM376154.CEL.gz	GSM376160.CEL.gz.tab_GSM376160.CEL.gz	GSM376162.CEL.gz.tab_GSM376162.CEL.gz	GSM376167.CEL.gz.tab_GSM376167.CEL.gz	GSM376169.CEL.gz.tab_GSM376169.CEL.gz	GSM376174.CEL.gz.tab_GSM376174.CEL.gz	GSM376176.CEL.gz.tab_GSM376176.CEL.gz	GSM376179.CEL.gz.tab_GSM376179.CEL.gz	GSM376180.CEL.gz.tab_GSM376180.CEL.gz	GSM376182.CEL.gz.tab_GSM376182.CEL.gz	GSM376183.CEL.gz.tab_GSM376183.CEL.gz	GSM376185.CEL.gz.tab_GSM376185.CEL.gz	GSM376186.CEL.gz.tab_GSM376186.CEL.gz	GSM376192.CEL.gz.tab_GSM376192.CEL.gz	GSM376194.CEL.gz.tab_GSM376194.CEL.gz	GSM376195.CEL.gz.tab_GSM376195.CEL.gz	GSM376199.CEL.gz.tab_GSM376199.CEL.gz	GSM376200.CEL.gz.tab_GSM376200.CEL.gz	GSM376202.CEL.gz.tab_GSM376202.CEL.gz	GSM376203.CEL.gz.tab_GSM376203.CEL.gz	GSM376206.CEL.gz.tab_GSM376206.CEL.gz	GSM376212.CEL.gz.tab_GSM376212.CEL.gz	GSM376213.CEL.gz.tab_GSM376213.CEL.gz	GSM376214.CEL.gz.tab_GSM376214.CEL.gz	GSM376215.CEL.gz.tab_GSM376215.CEL.gz	GSM376216.CEL.gz.tab_GSM376216.CEL.gz	GSM376218.CEL.gz.tab_GSM376218.CEL.gz	GSM376235.CEL.gz.tab_GSM376235.CEL.gz	GSM376236.CEL.gz.tab_GSM376236.CEL.gz	GSM376237.CEL.gz.tab_GSM376237.CEL.gz	GSM376238.CEL.gz.tab_GSM376238.CEL.gz	GSM376239.CEL.gz.tab_GSM376239.CEL.gz	GSM376240.CEL.gz.tab_GSM376240.CEL.gz	GSM376241.CEL.gz.tab_GSM376241.CEL.gz	GSM376243.CEL.gz.tab_GSM376243.CEL.gz	GSM376247.CEL.gz.tab_GSM376247.CEL.gz	GSM376248.CEL.gz.tab_GSM376248.CEL.gz	GSM376249.CEL.gz.tab_GSM376249.CEL.gz	GSM376250.CEL.gz.tab_GSM376250.CEL.gz	GSM376254.CEL.gz.tab_GSM376254.CEL.gz	GSM376255.CEL.gz.tab_GSM376255.CEL.gz	GSM376256.CEL.gz.tab_GSM376256.CEL.gz	GSM376260.CEL.gz.tab_GSM376260.CEL.gz	GSM376263.CEL.gz.tab_GSM376263.CEL.gz	GSM376498.CEL.gz.tab_GSM376498.CEL.gz	GSM376499.CEL.gz.tab_GSM376499.CEL.gz
200998_s_at	93	7.3336326412512	4.9682816503471	6.65582743023824	5.84792216852809	7.18029615197266	7.03124732316784	6.72128969540833	6.33314005585962	5.0895473719279	4.72976197257755	7.8983397402221	8.48123676543614	5.50762364659866	8.70217755285113	8.59048280304077	5.6525725550683	3.12037889200631	3.09690249841686	9.02760356535487	6.98188191235386	2.49254210987719	5.919239329668	7.5685103974776	6.85598565946873	7.40339000508973	7.45557658055899	6.0633184455927	5.05423966865561	6.27321180942275	4.14497143145473	8.4847401756585	3.20263584902199	5.75033599068372	6.42305544010725	3.85533815577102	5.8123613543221	4.71483534780366	5.12061269817606	5.01426125346236	6.41241252766676	7.0523536796672	7.53869782060942	8.80378969943117	4.42585740268488	6.22463689393756	5.27587040243916	6.4625929386867	4.90102222571043	5.74551733637768	8.50277686467356	5.69620873309065	5.23367024909147	6.27430973838659	4.89551600567191	8.4508329748296	6.48046159378266	7.78872305404575	8.08236627558094	2.21716493868760	7.77713782697095	7.34586037443153	8.32297845796059	7.05214933672016	8.85113019432382	4.82151943034944	6.2348347647299	6.92949561131744	5.83243046967592	6.22964637907275	7.60196927051895	8.69696558622939	8.12145324208912	8.18984596170248	4.50291675462779	7.76798542046296	6.03906786266509	8.7719887724039	5.9402813058609	8.60344062165035	5.84833535757831	5.85894009990966	8.45576060500986	8.99907743983734	9.32616684592924	7.90921749047833	9.1088235263044	7.7199180031717	7.12921191751691	4.71564217576535	7.34742358751192	7.0906942811497	6.13372693703336	6.50224916663593
201362_at	93	6.40682026082127	6.52388389661855	6.6729619721767	6.45356818914922	7.21716148480186	6.78862273123093	8.4295984461638	5.36771743954535	6.5237185608277	6.50848487281063	7.35275424123744	7.5797719790038	5.5329476869357	7.31566589844009	8.66478798044453	6.11136762762087	5.90717669277523	6.57645119838714	8.72034900476694	6.35675416228844	5.52556543486428	6.08442976812162	6.38775998773487	7.72997119304493	6.55333026436893	8.76018555115293	8.04858710298088	6.54823934227939	7.48650610172409	7.22821553058782	6.75163115004817	5.9486480572628	6.4052972893553	8.63851627441877	4.83614871447276	5.34059512208664	6.65893075100275	6.06718583600572	6.0653221550531	6.95218982840178	7.04207799767061	9.07262993765954	8.86780593977613	7.24748415461479	7.98986560577807	6.5249459760373	5.51924152528468	7.40535183502146	7.15924121928718	7.35223759923307	6.67959334773811	5.53006327121867	8.77409884339175	6.65090557916124	8.24581959802478	5.83433360102446	6.16861672888753	5.96648990781016	6.01793055877356	6.0022160682544	7.71618655466346	7.14686680727754	8.60811025076249	8.03138098108335	6.62891632246961	7.44182349026518	6.48568762228867	7.46947761557167	6.30427279939317	7.3665216112974	8.06308635306918	7.08557765641497	8.48457633457206	6.689152766386	7.65881408695795	5.77156608455423	7.14338075968316	6.45232500975669	8.60770952709557	4.80232077021032	6.1408422468651	7.12625188639858	8.3257589391243	8.66209664639615	7.30604446943813	8.69455329504317	6.79145042391204	5.97965295722871	6.08089340087861	7.48886890420158	6.94357529599366	7.19224950807911	7.83659176587988
203765_at	93	8.04340528743984	7.03659090236946	7.4896200723695	8.31597478864572	8.54904438315512	9.18942593284766	9.6409182913901	6.62739938142057	8.20660468541138	7.62463563887777	9.20359376630724	9.39626437163862	4.70731338136959	9.25901294592784	9.30400735075551	6.75976165744146	6.21708759170184	7.3298915117976	10.4927382649784	8.20711305392167	7.6212622296028	7.74998251739005	7.70494761282449	9.3289869226921	8.9628314653318	10.1817395267105	7.79864302635344	7.02311124841091	9.16588728292376	8.21781431550219	8.33169207421969	7.02578081215935	6.75331132898263	8.24595838071028	4.40134351461429	6.27714791056275	6.7628147845541	4.83110499730149	7.9398133625285	7.13941446176131	7.56342389921664	8.23104991901694	10.1304739148936	5.78858239822705	9.35224367651694	7.6763257765871	6.979813432724	9.06382820245458	9.44502339100505	8.82677797044778	6.69440644082669	7.2141039921293	9.85126313395412	7.97354577091062	8.03203139379563	7.45472378659704	7.15678685120129	7.69313346850294	7.7592661977191	8.35163664403832	7.76934366376742	8.86667133585517	9.64260942018539	9.35437254420964	7.4440968886995	8.4731571592261	8.34395373397343	8.09663077392671	7.18541069667108	8.72263684162366	9.63506431249	7.10373947589504	9.1183227328953	7.8208458261303	8.76676602769305	7.07865381361746	8.7013765649405	7.54249469879252	11.4125415955139	8.81739655140996	6.83285924080117	8.55111687128937	9.45345816019288	9.41762723997994	8.93336447072928	10.0346119568065	8.48436764601251	7.90126396469084	5.16856875050878	8.35327364695486	8.92615880923331	9.06831936761821	8.92478739415138
203936_s_at	93	7.9024175532378	5.0316580354847	6.97007181485614	6.48932964487696	9.69428349200126	8.24716124440056	10.2684648171403	8.21321322347718	7.38325625527542	5.82060123435405	8.64860009903782	12.2054176241342	4.12034362323915	12.5435449261789	10.3669814159764	6.21776479701873	5.48120672544203	6.03804324181009	10.9261333005461	10.0062387671518	4.89514421244723	4.8803764359564	11.4657579913031	8.64993716163646	10.9428223403661	9.975619417377	7.92187813683336	7.28552034649245	5.18235860041942	5.74549540544214	8.67590212844517	4.24596106323268	8.91255817103028	8.70275546807937	4.14882826793596	5.42518630173656	4.96353858763938	3.10454413470346	5.23378317785186	8.3318663951455	9.14220092084795	8.0237475850881	11.6667235803042	5.49834609404651	7.01162828850413	8.36674190451748	5.12707917833132	5.1318725565323	5.62572709554818	11.3704933676757	5.08165154928451	8.48519804248162	7.72094957403534	4.88097642597999	10.8594927718034	6.29044301879855	5.9279689105709	5.91349459624768	4.23611305815748	5.93361076114523	5.78263141894539	12.0007071363189	10.2891545144893	11.3847944744217	4.39231789624985	6.5085031875576	7.81213036195385	6.91221306021504	7.08046469545365	7.69930105266937	9.62075595215653	7.67448264044353	8.97996922183795	4.58538097390654	8.15447189675677	7.03476938670929	8.11117359922773	5.41005222587934	13.1526966265046	7.12158588003672	7.07102161586449	11.2112711694364	11.3676024228982	11.0832289329106	10.293536753149	11.3652447819044	11.2452599820345	8.66090058249128	4.58840714628895	9.31474829169138	10.1024650843745	9.06911399768666	9.97380900970307
204636_at	93	-0.0516147139749415	-0.0722603083830613	0.680823621062178	4.31035301013589	2.09111936136144	5.93105613708255	1.43142656484627	0.236460613970775	-0.135331063744895	0.864979402400594	2.51935244687531	6.66923610380693	1.68956319515250	0.889498135978453	4.64166542173373	0.727128580687062	-0.0928720932626829	0.603488099883294	6.93436106509432	4.50651880155614	0.7349351677256	0.0994742113922205	4.86696778219459	3.06806841280718	5.52174341533233	4.31580743451971	1.78419090270745	-0.816531491802016	0.278176969415327	-0.0925195464447182	0.60508351463678	0.26528330938821	0.368075822385624	0.233757137220923	0.115216991124960	0.420510017392533	1.70474886262463	1.63613230761787	0.665773399810612	3.32280478558932	6.46969507224037	4.16366750505844	6.36456030188588	0.134189943417858	-0.158698797304325	-0.267528050011741	1.4307648390488	0.562873048477343	1.22443159331496	2.47078503681722	0.959889493803084	-0.576699300089768	1.78903248824645	0.362135849904073	5.22605498115049	0.735001479363765	0.373501269582777	2.64448579316663	-0.0460727184288018	4.00993227481003	-0.111634516205649	5.44284330667126	3.10341506781633	5.87902171188716	-0.122114232755940	0.0681795613794438	5.87246366694841	0.500999721508609	1.62171798969279	2.5068624268459	4.01596522033653	1.99129332526626	5.09731619548063	1.44558470956894	1.99604672770638	0.415401740485980	0.161983733432797	0.206226042823603	7.20546151461137	0.44759427549817	0.200807621946374	6.71289191694445	5.92962284764255	3.44729437934653	4.99710362758654	6.46669882777872	1.36838200403537	4.88950669686121	0.465856505971174	0.224518583778124	5.13671608789204	4.13849257961635	1.26455367337502
205040_at	93	3.81358175803875	1.68048871823342	3.56496551476199	1.98939084657715	5.18930386325066	3.78278403558098	4.80972268699282	4.21603140811246	0.353294417788384	3.61482544947454	2.66551066898152	7.8369459278888	1.50823325214570	9.73743159046362	6.0513333698478	2.85689448908561	3.76335754083849	3.16716456126050	9.98874759540912	6.57663795667292	3.57126798982923	4.63585492523479	7.91080071727661	5.84266651696392	5.38793936885376	7.10989968741316	5.45178266375731	3.83640990055529	2.90780380981387	2.33057417606778	5.1674837576651	0.828959262975933	4.58643295897335	6.06292254638487	2.70048121898732	4.20081080377675	3.43082104508267	0.552508630318454	0.422471729636065	5.59333317918458	6.59479277348993	6.77157767833835	6.64421652451925	3.78531178190642	3.57621355798915	1.12024256648991	1.41244105092702	3.11002641430502	4.26734775590043	7.9786052788731	3.62681009634130	2.10221844360333	4.31738674201295	-0.152620862419392	6.93574914176789	3.81676078142656	2.66926346889497	2.64930094450236	3.73533087845257	3.21728465724643	1.21917134039175	4.73495370213164	6.64269950878159	8.80793369063897	3.27808348951987	3.52264388794648	3.73485226278906	0.915467170910899	4.07724495638084	7.36630535630936	7.1906387966169	2.57717708361858	9.1016913745369	2.39788357570980	4.73708448002581	1.34788823333952	1.44196316207106	0.70447701271645	6.72816716778282	0.97059862632724	4.92261261035058	8.60165438767853	7.96333077400495	5.75126830262959	6.19448975631689	7.03358488030904	6.28076763293862	4.8577898447432	-0.669355234322733	7.325446076223	6.5884763241565	6.43941159190314	5.37821599244698
205041_s_at	93	4.09426411866248	-0.123479035660151	2.53279197679891	-0.996945524645416	4.10269974306228	4.19282824935499	4.22868157093252	4.9100142861195	2.66477600764342	-1.11607026704897	0.341172258932074	8.07184734567693	2.86888133378715	9.61924010212382	5.67298562241209	2.23430387236872	3.3241932382105	-1.03058146228626	9.86233825601696	6.45957301606995	2.18358193696283	4.73046110926748	8.08846181264787	6.35837799694784	5.52529576074497	6.97826969847441	5.09309870302188	1.74700769755312	0.175799015331548	-1.74324147017012	5.02321757086701	-1.12649647155319	3.95674494804961	5.64976385223426	2.12994665023421	2.45357710072164	2.01329829706388	0.462746507548771	0.217588349849488	5.71515088532418	6.5362065125433	6.88937814001044	6.6794223103118	0.663873507805657	3.11196694516395	0.198583944533388	2.07674757941480	1.83374927389375	3.52794497982277	8.05875249517647	0.321190262172798	2.86964820116703	3.30702434094785	0.299649910183661	6.83019551932626	2.22934185306742	0.172627050772518	1.9031873466957	1.11652452900542	-0.118715555639743	2.23279889624384	3.9144010441466	6.6808510730029	8.77689141524672	-0.327099068697213	1.49190296386129	2.6485767043408	4.26537413087078	2.24582184945616	7.23021131920645	7.69779320486462	3.45813313422352	8.79118302735743	-1.3524267847681	4.30214723163316	-0.918074502562588	-0.369318703795868	2.91819864345997	6.34710824771992	3.05066347772487	4.56511531514153	8.16671102221712	7.91902894732813	5.62805947687798	6.48239910894738	6.87346076039192	5.83475962678231	4.78582376625255	2.41984637073933	7.30968032245838	6.35970446094952	6.58681431431148	5.41528125765254
205174_s_at	93	5.17054786239814	6.05672721127115	4.85871145489797	6.96667524998246	7.38865867683632	9.10176431776362	5.4128594975943	5.24496883597033	3.69340909491284	3.69425843312801	7.14373645721833	9.83344294177813	4.12551213861366	9.36227728176596	8.60305829323942	3.91743505499925	3.21230470410781	3.81223185628257	9.93338185545134	5.09416843910296	2.38578285228287	7.27455621314795	8.35830170869991	5.86334235658227	7.15612785485029	7.98150546714942	4.7952960930933	5.69654177725656	6.73383133636846	3.78998214670814	7.1281234062586	-1.28379326907305	5.30444770833758	5.88439854312	-1.17755650249358	0.0451567367310173	2.97755239451299	1.76126527504025	1.12292606841784	0.935139451524151	6.3092973204918	5.52671481394677	8.93243788922109	0.580106451886903	6.47601466208618	5.1553496217429	3.76995768354325	-0.546679445837227	4.79259536435647	8.11314713522593	5.91161075635403	4.44230858128639	7.52733370308062	5.85664968309773	6.67610808244593	0.0845880892682273	6.22631445290232	5.04909966355393	2.88285389708655	8.95660322667087	7.25407171566326	9.23569788068707	7.88921545072218	9.0254276406946	4.31609305268361	4.50918723644914	6.3416404960292	4.76039654639853	3.93217668418136	6.17563544220868	9.0261598856084	6.5614826733212	7.74308109226403	3.81067039650255	7.22038349588527	2.15611926305673	7.09387308554526	4.2468973360712	10.7273182360178	6.73365540552925	6.23462669014754	8.24633163543825	9.4758886063404	7.91597587692126	7.58224298876769	8.76785411476978	5.39461711307671	6.84056869372878	3.82715121458896	6.20571459941848	7.37162903546805	6.58329613190287	7.20344187769789
206209_s_at	93	3.56499259626715	3.01612670808541	3.25190106745610	3.12859661486838	4.85968428589735	3.51018238318161	4.78580028347326	3.64339309168158	2.28631273256246	1.27739126891743	3.26322198662063	6.88712442887652	2.57045834670877	6.30158317722911	5.1117797718728	3.97938031110855	2.74980439999721	-0.198070829947192	6.51642244959834	4.65602718461201	2.93836726095126	3.52729411618694	5.12248305335649	3.6995757104106	5.20021275798082	6.35834566212927	4.83734911984396	3.48027944912171	3.87549784232083	2.96752024441272	4.1796155598032	1.79803982203466	3.31907543339209	4.30276581686544	3.31069285276628	3.68987702568302	4.01950058259612	2.95696835164641	3.06948372490241	4.68817147248162	3.19508315389415	3.39757887441499	0.280722841351497	-0.268485344018302	2.73303219465696	3.56477657021212	2.98239684047972	2.17250672898124	0.476876965081174	4.73406615672967	3.39285897968856	3.59436842820726	2.88853122045909	2.27242479339188	6.19783420733453	3.59677707084882	2.49320157401537	2.70314445873211	3.91935974973808	3.32412946723278	2.42044743265969	2.12169479174859	5.65022395265719	4.76361177778258	-1.05288175220085	2.91888712365515	4.72089797271663	1.87389230198362	3.97628105943767	3.49256851314732	6.1644145835937	3.11348489433724	7.44818505790442	3.37509366775503	4.23125731256249	0.684633295736957	1.83826432443401	3.41519811885836	7.90880183819805	2.93264228015518	2.15083864633807	4.76972722317573	7.28442103105998	6.299926357203	4.90445694323814	6.92655344977055	4.02287155788869	4.71013764202412	3.65916237753126	5.19879741687863	5.00518280291968	3.95304020929406	4.53716417679737
206464_at	93	2.89269417685175	-0.663622370495951	0.748712963624094	3.56112012227117	1.11634145703713	4.49091522564136	4.5344299955952	-0.0237802761207571	3.29501955793173	0.665366174968615	1.13039022479684	5.15714881433026	-0.0841781613513894	5.71401371903963	3.25533289668432	2.13361808591274	-0.301775441865632	1.15633520146243	7.3017413904468	4.02739805658772	3.01157334069979	0.482705023391716	4.00299195123827	4.23068151789437	1.00298148818912	5.72386032806311	1.11469847120565	3.13935076766423	3.69583197047939	2.26561837246007	3.47593491068205	0.317728825900097	-0.653835558342371	5.17315628818654	2.50185779195	-1.13865829304105	1.78084888864847	2.48685146900861	0.837155622555953	1.36598229455689	6.50450063270523	3.71736494661629	6.37273833397283	4.39569556067406	4.11288106762963	-0.632071333604517	3.38889074463717	4.16485163761384	3.85791612164347	5.26611763246842	2.10540533746212	2.63283844887042	3.7641921804518	2.12021933288565	5.08784202806648	1.93654295865122	-0.530043064186152	0.0673831906901238	-1.41707320077075	3.01483468281108	0.950793730446053	3.76363954343529	4.62715307544722	5.30648443576902	0.389465399184133	2.95786375129762	2.86626038637612	1.41954915780291	3.76587147450397	3.35726827962729	0.152000731840556	2.20644229110002	4.79614214666541	-0.00630104520264396	3.37410894585729	2.97179777763596	4.59150912739885	0.66348679366928	6.73965876968466	2.34233054993992	-0.88958153475036	5.64656178246226	5.08836642388208	5.15953020258256	3.05997116119423	6.319934318711	1.48515964159402	0.281396239548084	1.9170358860509	0.260227463050636	4.37001785004136	0.485941388296774	4.2409544527856
